City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,hwange,-18.3693,26.5019,81.14,20,5,8.05,ZW,1722765142
364,imbituba,-28.24,-48.6703,67.86,80,2,8.48,BR,1722765143
365,port alfred,-33.5906,26.891,67.17,60,19,11.01,ZA,1722765144
366,pilar,-9.5972,-35.9567,69.73,89,66,10.18,BR,1722765145
367,kuta,-8.7233,115.1723,82.35,78,20,11.5,ID,1722765147
368,lensk,60.7253,114.9278,69.46,61,100,7.99,RU,1722765148
369,prineville,44.2999,-120.8345,70.11,76,75,0.0,US,1722765149
370,hargeysa,9.56,44.065,80.53,44,23,22.91,SO,1722765150
371,broome,42.2506,-75.833,69.85,89,100,1.99,US,1722765151
372,mugia,43.1041,-9.2179,75.16,80,0,11.45,ES,1722765153
373,tabuk,17.4189,121.4443,79.48,91,100,6.46,PH,1722765154
374,bandar,2.05,99.75,76.86,89,100,1.92,ID,1722765155
375,qusmuryn,52.4503,64.6311,77.5,40,46,15.82,KZ,1722765157
376,brookings,44.3114,-96.7984,69.06,98,100,9.22,US,1722765158
377,melekeok village,7.4957,134.6367,84.76,79,75,8.05,PW,1722765160
378,haiku-pauwela,20.9219,-156.3051,74.25,85,20,12.66,US,1722765161
379,northam,51.0333,-4.2167,65.61,81,100,10.56,GB,1722765162
380,nyandoma,61.669,40.1991,71.19,56,92,5.37,RU,1722765163
381,touros,-5.1989,-35.4608,74.3,81,2,12.8,BR,1722765164
382,san juan de miraflores,-12.1629,-76.9635,61.18,85,66,4.05,PE,1722765167
383,penzance,50.1186,-5.5371,66.88,73,99,13.67,GB,1722765168
384,mil'kovo,55.6078,37.7956,76.62,52,28,6.85,RU,1722765169
385,vilyuysk,63.7553,121.6247,72.1,41,95,5.03,RU,1722765171
386,port saint john's,-31.6229,29.5448,88.74,31,77,8.59,ZA,1722765172
387,nova sintra,14.8667,-24.7167,79.74,76,100,4.59,CV,1722765173
388,baidoa,3.1138,43.6498,83.21,47,95,15.99,SO,1722765174
389,tucupita,9.0622,-62.051,73.4,99,70,2.57,VE,1722765176
390,oranjemund,-28.55,16.4333,60.21,66,62,19.39,NA,1722765177
391,fort st. john,56.2499,-120.8529,57.09,72,75,6.91,CA,1722765178
392,bandundu,-3.3167,17.3667,96.3,26,34,4.97,CD,1722765179
393,college,64.8569,-147.8028,55.38,91,40,6.91,US,1722765180
394,at-bashi,41.1702,75.8106,85.06,19,13,12.3,KG,1722765182
395,kailua-kona,19.6406,-155.9956,75.27,94,7,2.1,US,1722765183
396,ketchikan,55.3422,-131.6461,61.27,67,0,4.61,US,1722765184
397,thames,-37.1333,175.5333,45.37,88,99,4.36,NZ,1722765185
398,ghazipur,25.5833,83.5667,93.65,53,60,9.33,IN,1722765187
399,skare,55.3833,13.05,67.98,88,100,13.82,SE,1722765188
400,tromso,69.6496,18.957,69.82,52,0,3.44,NO,1722765189
401,pamandzi,-12.7967,45.2794,83.98,61,20,14.97,YT,1722765190
402,rio do sul,-27.2142,-49.6431,58.77,96,32,0.83,BR,1722765191
403,tamale,9.4008,-0.8393,82.22,67,86,9.69,GH,1722765193
404,hassi messaoud,31.6804,6.0729,94.86,29,0,11.5,DZ,1722765194
405,gazli,40.1333,63.45,100.62,12,52,18.66,UZ,1722765195
406,peruibe,-24.32,-46.9983,65.17,71,0,4.38,BR,1722765196
407,slawharad,53.4446,31.0014,75.0,41,4,7.96,BY,1722765198
408,bardai,11.65,7.2333,78.94,66,73,16.6,NG,1722765199
409,dizangue,3.7667,9.9833,76.41,84,100,5.03,CM,1722765200
410,merizo village,13.2658,144.6691,80.98,93,100,12.39,GU,1722765202
411,mitu,1.1983,-70.1733,70.66,99,82,0.13,CO,1722765203
412,boa vista,2.8197,-60.6733,76.98,88,20,3.44,BR,1722765204
413,phillip island,-38.4835,145.231,48.0,62,100,7.29,AU,1722765205
414,raymond terrace,-32.75,151.75,53.96,87,100,0.0,AU,1722765207
415,naze,28.3667,129.4833,85.12,80,3,9.51,JP,1722765208
416,mao,39.8885,4.2658,84.76,42,0,17.27,ES,1722765209
417,burley,42.5357,-113.7928,76.3,54,0,9.22,US,1722765210
418,pitimbu,-7.4706,-34.8086,75.79,77,23,18.1,BR,1722765211
419,phan rang-thap cham,11.5667,108.9833,87.22,68,100,8.3,VN,1722765214
420,vallenar,-28.5708,-70.7581,52.59,73,100,1.77,CL,1722765215
421,walvis bay,-22.9575,14.5053,60.1,67,100,4.61,NA,1722765216
422,myeik,12.4333,98.6,81.88,82,97,5.39,MM,1722765218
423,santa ana,33.7456,-117.8678,75.45,91,0,4.61,US,1722765216
424,lethem,3.3803,-59.7968,75.02,89,99,4.56,GY,1722765220
425,kzyltu,53.6364,72.3414,76.32,47,100,13.11,KZ,1722765221
426,ribadeo,43.5325,-7.0991,72.25,58,0,4.16,ES,1722765222
427,masterton,-40.9597,175.6575,38.88,94,77,2.8,NZ,1722765224
428,lamu,-2.2717,40.902,77.22,68,72,15.5,KE,1722765225
429,taltal,-25.4,-70.4833,56.28,78,0,2.89,CL,1722765226
430,nagqu,31.5,92.0,63.0,36,78,10.78,CN,1722765227
431,labytnangi,66.6572,66.4183,57.74,81,100,20.65,RU,1722765229
432,tabou,4.423,-7.3528,77.81,78,100,7.29,CI,1722765230
433,kuching,1.55,110.3333,86.04,82,76,3.13,MY,1722764934
434,sikandra,26.3667,79.65,86.9,68,97,21.5,IN,1722765232
435,kendari,-3.945,122.4989,75.94,88,65,2.08,ID,1722765233
436,prince rupert,54.3161,-130.3201,58.69,91,36,8.05,CA,1722765235
437,woodland,38.6785,-121.7733,76.6,59,0,10.36,US,1722765236
438,papao,-17.75,-149.55,73.08,69,91,13.69,PF,1722765237
439,sakti,22.0333,82.9667,84.18,72,92,12.82,IN,1722765239
440,cabedelo,-6.9811,-34.8339,75.87,75,54,17.67,BR,1722765240
441,saudarkrokur,65.7461,-19.6394,56.57,61,5,3.38,IS,1722765241
442,el-tor,28.2364,33.6254,89.74,66,27,18.41,EG,1722765242
443,gamba,-2.65,10.0,74.48,64,100,6.6,GA,1722765243
444,motueka,-41.1333,173.0167,40.1,85,5,5.57,NZ,1722765245
445,formosa do rio preto,-11.0483,-45.1931,63.99,59,0,6.33,BR,1722765246
446,tazacorte,28.629,-17.9293,74.37,73,40,13.8,ES,1722765247
447,harrisonburg,38.4496,-78.8689,70.02,94,100,0.0,US,1722764964
448,paracatu,-17.2222,-46.8747,61.45,80,62,2.33,BR,1722765250
449,svobodnyy,51.4,128.1333,62.89,98,100,11.14,RU,1722765251
450,cizre,37.3272,42.1903,106.81,10,0,4.61,TR,1722765252
451,novobod,39.0108,70.1508,87.84,20,1,3.44,TJ,1722765254
452,kindia,10.0569,-12.8658,70.41,99,100,0.58,GN,1722765255
453,havre,49.5833,0.3333,66.34,72,75,10.36,FR,1722765256
454,jining,35.405,116.5814,89.42,78,17,9.91,CN,1722765257
455,medicine hat,50.0501,-110.6683,66.63,56,0,8.05,CA,1722765240
456,namie,37.4833,141.0,84.54,84,19,7.52,JP,1722765260
457,bozhou,33.8772,115.7703,90.43,74,15,9.42,CN,1722765261
458,eureka,40.8021,-124.1637,61.66,96,100,2.33,US,1722765039
459,thohoyandou,-22.9456,30.485,86.61,12,0,8.7,ZA,1722765263
460,ushtobe,45.2514,77.9838,100.87,13,0,14.07,KZ,1722765264
461,howrah,22.5892,88.3103,91.4,70,75,11.5,IN,1722765266
462,palikir - national government center,6.9248,158.1611,81.34,83,20,4.61,FM,1722765268
463,kwale,5.7063,6.4374,84.29,64,64,3.74,NG,1722765269
464,hirado,33.3597,129.5531,86.43,81,0,8.97,JP,1722765011
465,alavus,62.5833,23.6167,67.69,63,100,2.95,FI,1722765272
466,springs,-26.25,28.4,68.34,51,1,19.55,ZA,1722765273
467,jawf al maqbabah,13.8378,45.8349,89.96,39,80,11.92,YE,1722765274
468,cronulla,-34.05,151.15,55.92,84,100,2.91,AU,1722765276
469,geraldton,-28.7667,114.6,61.21,72,0,5.75,AU,1722765277
470,obo,5.3998,26.4869,83.75,61,62,5.41,CF,1722765279
471,birjand,32.8663,59.2211,102.67,6,0,13.8,IR,1722765280
472,meulaboh,4.1363,96.1285,80.56,79,100,8.72,ID,1722765282
473,hotan,37.0997,79.9269,99.84,15,54,12.12,CN,1722765283
474,east london,-33.0153,27.9116,65.34,72,0,29.93,ZA,1722765284
475,kas,36.2018,29.6377,91.72,50,0,5.84,TR,1722765285
476,bereznik,62.8551,42.7072,73.0,56,44,10.09,RU,1722765286
477,kyshtovka,56.555,76.6271,76.98,63,100,7.29,RU,1722765288
478,impfondo,1.6381,18.0667,87.85,49,96,5.53,CG,1722765289
479,lucas,41.6501,-83.6666,66.99,93,0,0.0,US,1722765290
480,minggang,32.4586,114.0486,89.73,71,3,13.78,CN,1722765291
481,childress,34.4264,-100.204,79.05,47,75,3.44,US,1722765293
482,bechar,31.6167,-2.2167,98.92,8,4,8.05,DZ,1722765294
483,chinde,26.8212,87.7095,83.41,81,74,4.0,NP,1722765298
484,tashtagol,52.7657,87.8894,69.73,72,84,8.7,RU,1722765299
485,wewak,-3.5534,143.6268,79.41,88,100,10.2,PG,1722765300
486,tosontsengel,48.7567,98.2839,78.87,20,8,8.84,MN,1722765301
487,yartsevo,55.0667,32.6964,72.91,46,17,6.02,RU,1722765304
488,chekmagush,55.1319,54.6556,72.28,65,36,14.79,RU,1722765305
489,umm kaddadah,13.6017,26.6876,81.1,61,100,10.54,SD,1722765306
490,ryotsu-minato,38.0833,138.4333,79.25,87,4,3.51,JP,1722765308
491,adh dhibiyah,24.5014,45.9686,105.46,10,92,7.14,SA,1722765309
492,sinabang,2.4803,96.3801,78.28,85,100,10.27,ID,1722765310
493,praia da vitoria,38.7333,-27.0667,77.76,78,20,5.17,PT,1722765311
494,znamenskoye,57.1281,73.8282,79.27,46,17,7.92,RU,1722765313
495,ambovombe,-25.1667,46.0833,74.8,58,7,7.85,MG,1722765314
496,lockwood,45.8191,-108.4149,78.69,40,100,8.05,US,1722765315
497,sarangani,5.4033,125.4636,84.22,75,64,14.63,PH,1722765316
498,victoria point,-27.5833,153.3,63.91,70,100,8.28,AU,1722765317
499,al jumum,21.6169,39.6981,104.63,25,66,10.42,SA,1722765319
500,mpika,-11.8343,31.4529,76.78,22,7,10.6,ZM,1722765320
501,pimenta bueno,-11.6725,-61.1936,70.18,54,0,2.93,BR,1722765321
502,tindouf,27.6711,-8.1474,102.65,10,53,8.05,DZ,1722765322
503,palmer,42.1584,-72.3287,72.95,82,100,5.75,US,1722765324
504,jieshou,33.2634,115.3611,90.73,74,0,8.68,CN,1722765325
505,teshi old town,5.5836,-0.1072,81.16,78,75,10.36,GH,1722765326
506,canutama,-6.5339,-64.3831,75.04,66,63,1.21,BR,1722765327
507,escuinapa,22.85,-105.8,79.52,86,99,3.11,MX,1722765329
508,puerto la cruz,10.2167,-64.6167,77.43,78,100,4.18,VE,1722765330
509,bikin,46.8161,134.26,72.01,86,19,3.0,RU,1722765331
510,puerto aysen,-45.4,-72.7,39.52,100,100,1.9,CL,1722765300
511,lundazi,-12.2929,33.1782,83.17,17,27,8.68,ZM,1722765334
512,cidade velha,14.9167,-23.6167,79.27,89,75,3.44,CV,1722765335
513,guozhen,34.3659,107.359,92.3,46,0,10.78,CN,1722765336
514,trincomalee,8.5711,81.2335,81.91,83,39,5.99,LK,1722765339
515,bealanana,-14.55,48.7333,78.57,15,6,6.93,MG,1722765340
516,lubang,13.8584,120.124,84.61,73,91,12.68,PH,1722765341
517,goundam,16.4145,-3.6708,87.53,55,78,19.69,ML,1722765343
518,mukalla,14.5425,49.1242,95.04,46,23,31.32,YE,1722765344
519,chapada dos guimaraes,-15.4606,-55.7497,65.86,42,0,6.87,BR,1722765345
520,chom bueng,13.62,99.5917,82.98,74,100,1.66,TH,1722765346
521,la ronge,55.1001,-105.2842,55.65,88,75,2.3,CA,1722765347
522,kitale,1.0157,35.0062,72.07,61,71,6.53,KE,1722765349
523,kirensk,57.7853,108.1119,74.34,55,78,4.07,RU,1722765350
524,hechuan,29.9947,106.2572,88.29,85,100,2.98,CN,1722765351
525,jalalabad,34.4265,70.4515,90.72,48,100,8.1,AF,1722765352
526,tayu,-6.5397,111.0518,81.91,73,26,7.72,ID,1722765353
527,kitgum,3.2783,32.8867,79.75,70,82,3.0,UG,1722765355
528,karasburg,-28.0167,18.75,55.76,45,37,23.98,NA,1722765356
529,naples manor,26.0887,-81.7262,80.04,96,75,14.97,US,1722765060
530,kolpashevo,58.3131,82.9089,77.29,62,100,4.45,RU,1722765358
531,pyshma,56.9523,63.2513,73.8,56,17,7.23,RU,1722765360
532,luderitz,-26.6481,15.1594,61.97,61,56,8.08,NA,1722765361
533,cricova,47.1389,28.8619,71.13,75,98,17.16,MD,1722765362
534,port blair,11.6667,92.75,84.24,79,75,6.91,IN,1722765363
535,viransehir,37.2353,39.7631,103.17,8,0,5.77,TR,1722765365
536,manokwari,-0.8667,134.0833,79.68,80,84,0.89,ID,1722765366
537,aracati,-4.5617,-37.7697,70.56,74,0,7.96,BR,1722765368
538,bodo,67.28,14.405,72.95,65,0,17.27,NO,1722765370
539,starobaltachevo,56.0013,55.9213,69.82,76,93,10.31,RU,1722765371
540,dunedin,-45.8742,170.5036,43.81,66,100,5.37,NZ,1722765372
541,pathalgaon,22.5667,83.4667,77.81,86,93,10.8,IN,1722765373
542,vila do maio,15.1333,-23.2167,79.59,80,96,3.65,CV,1722765375
543,tagiura,32.8817,13.3506,93.42,40,0,11.68,LY,1722765376
544,lascano,-33.6667,-54.2,48.56,83,74,5.06,UY,1722765377
545,kabalo,-6.05,26.9167,95.09,16,68,6.44,CD,1722765378
546,sunne,59.8376,13.143,64.81,73,100,4.16,SE,1722765379
547,rosarito,32.3333,-117.0333,67.12,75,3,7.54,MX,1722765381
548,barra de santo antonio,-9.4047,-35.5072,72.68,78,82,18.43,BR,1722765382
549,karratha,-20.7377,116.8463,74.05,46,0,4.52,AU,1722765383
550,recani,31.2846,-4.2688,100.83,7,0,3.33,MA,1722765384
551,aioun,16.6614,-9.6149,82.72,69,86,9.89,MR,1722765385
552,taguatinga,-12.3857,-46.5711,69.6,52,0,10.13,BR,1722765387
553,yuxia,34.0615,108.6291,92.01,57,4,1.52,CN,1722765388
554,zhezqazghan,47.7833,67.7667,91.98,18,40,15.66,KZ,1722765389
555,mikhnevo,55.1272,37.9522,74.16,55,45,6.04,RU,1722765390
556,timaru,-44.4,171.25,35.69,79,91,5.53,NZ,1722765391
557,ukata,10.8312,5.8249,73.72,87,100,7.43,NG,1722765393
558,salinas,36.6777,-121.6555,61.54,94,100,9.22,US,1722765394
559,iturama,-19.7281,-50.1956,66.38,55,0,7.56,BR,1722765395
560,achinsk,56.2694,90.4993,72.66,84,100,7.65,RU,1722765230
561,sodra sandby,56.5667,16.6167,73.26,78,98,6.2,SE,1722765398
562,san patricio,28.017,-97.5169,82.24,89,2,4.43,US,1722765399
563,al qusayr,34.5091,36.5798,95.5,25,0,19.06,SY,1722765400
564,novodvinsk,64.4165,40.8122,67.75,44,24,6.69,RU,1722765401
565,zhangjiakou shi xuanhua qu,40.6103,115.0447,79.16,75,32,1.83,CN,1722765403
566,sao felix do xingu,-6.6447,-51.995,65.98,60,85,2.98,BR,1722765404
567,kargasok,59.0556,80.8572,67.75,93,94,9.01,RU,1722765405
568,pariaman,-0.619,100.12,87.85,79,95,3.06,ID,1722765406
569,namdrik,5.5994,168.1028,84.45,71,43,11.72,MH,1722765407
570,tokar,18.4254,37.729,105.94,26,94,21.61,SD,1722765409
571,poronaysk,49.2167,143.1167,53.53,84,0,2.39,RU,1722765410
572,shahzadpur,24.1667,89.6,89.82,66,87,10.92,BD,1722765411
573,sainyabuli,19.25,101.75,79.92,92,100,2.89,LA,1722765412
574,saint-joseph,-21.3667,55.6167,75.58,68,8,7.05,RE,1722765414
575,teluknaga,-6.0989,106.6381,88.18,66,40,11.5,ID,1722765415
